,0,1,2
0,0.5019455834107199,0.9763823531090782,0.8509857538070416
1,0.49599035282396,0.24976025585885653,0.5273294071949755
2,0.29305139108540224,0.28648603524338256,0.1381664479957493
3,0.5568087301399283,0.8876639421801423,0.8957484210289561
4,0.5614468917940697,0.5741508667146028,0.5619004924657082
5,0.10297251784425432,0.052725341425174155,0.45452000992422004
6,0.11787661715852926,0.8208222392612179,0.5163050087725124
7,0.7173951873706023,0.08166292305308032,0.7072294966069484
8,0.43889921652849295,0.6086511574116676,0.20090159684288944
9,0.5376617325873816,0.8728507852751956,0.48778657069284026
10,0.3833946679860779,0.23480096968193698,0.5261417728756972
11,0.5554324479332052,0.1710434832853609,0.7611245772884966
12,0.7152008832887684,0.5689742175031236,0.5817512121531981
13,0.45846227491692393,0.16137637107209646,0.3367706810556119
14,0.6286084179338356,0.8662658756646597,0.12845096137742917
15,0.8324170284209972,0.05779904207340669,0.17226149207725006
16,0.07126643084179118,0.04267762993490731,0.43230612200506924
17,0.7261965880248558,0.35762281500958704,0.7864300186986076
18,0.7670255446501797,0.3419133163767294,0.34293504694173715
19,0.9262306499909196,0.585139437328453,0.5428779266035982
20,0.22147767783521854,0.2968656484579718,0.893185566404034
21,0.6143803938600171,0.7503258237358854,0.08109449545124903
22,0.7835200556127122,0.4521167408334392,0.4516011647363817
23,0.2666453558844414,0.15753529618497564,0.9476516866013303
24,0.18191551690192798,0.3611436000748055,0.7179472515698516
25,0.8012666426992616,0.9191493568580796,0.9918341885128865
26,0.9537640471849771,0.5292607580078411,0.3437036756311316
27,0.14869296764334516,0.043026448238614234,0.3600624071552261
28,0.6374475917206077,0.7209354626249517,0.5906938612702645
29,0.043004367598925564,0.1413899300593735,0.7025216822178715
30,0.8127196687986334,0.08828258451087578,0.42093590320826624
31,0.978573239637485,0.4456889620803447,0.4551806228747257
32,0.5999126766707175,0.6105580092858442,0.8882021988178651
33,0.12066050043485965,0.0889369744957903,0.022249666364929532
34,0.08002023185412055,0.7525359157477721,0.11744718384619701
35,0.06111258761933269,0.43983495073555356,0.84702727381226
36,0.998932600753195,0.28960505285716354,0.9211296196236332
37,0.4976668695210892,0.9177475874508674,0.15892636940831129
38,0.08323582954351239,0.10835721469122295,0.39787134632831844
39,0.3746435505697354,0.42509494961434946,0.37976931693666693
40,0.4377140794901734,0.4067917873441269,0.8120559304547105
41,0.4295780387776784,0.9931212160072869,0.15363948274861505
42,0.9279063309912983,0.9081497719934163,0.15494561113138705
43,0.30511960928181125,0.1375982804632926,0.6170658875456286
44,0.3214362454300469,0.4415139520314405,0.31410860733415513
45,0.9089494006010868,0.735231581307327,0.22393367913428297
46,0.8504352937511543,0.9056112147683935,0.5053312192574281
47,0.25019750545486963,0.27036142498080495,0.9645728488812544
48,0.285984058563705,0.7682243188799839,0.352020018088517
49,0.18387431659166864,0.17631890979485776,0.5942142488121808
50,0.5444400939104951,0.793331048785576,0.7014357755967932
51,0.4131229851087769,0.39743547722389705,0.30659105131134456
52,0.9548167362612303,0.04162302498563253,0.20240911834718045
53,0.946129725349049,0.9072180446640824,0.4536362485988301
54,0.7075643394838247,0.9307426410797637,0.852832628578166
55,0.2851957077272089,0.34757347000584937,0.5957831175839605
56,0.4432942974564553,0.9882960757011913,0.19118069179810648
57,0.9074386294217545,0.5231548914576077,0.024823517393849803
58,0.5919312346493087,0.890973122821447,0.8862033787599211
59,0.07035293160538636,0.3014363630186404,0.16391969188869637
60,0.8615959101424656,0.1023242439959432,0.7287231071045824
