-8.036339590189284232e-01,-4.992491909209498258e-01
4.726093250779933586e-01,4.210953935032616946e-01
8.812376810909757774e-01,4.844443466791586439e-01
2.299976143797368144e-01,-4.102211271120608238e-01
9.881244730267594312e-01,-2.074083716491570070e-02
5.492259804730265094e-01,-8.229609956430828932e-01
3.600917297632612590e-01,8.593285231469707242e-01
1.030271650036155950e+00,-9.375993750138916782e-02
5.600621777758416631e-01,-8.944099243816411304e-02
9.560744969462611764e-02,1.019775185908179393e+00
-6.859803701820559318e-01,6.685886920867948335e-01
5.625351513012683685e-02,5.128692342011094141e-01
-4.527096244234102840e-01,2.165997347078439661e-01
1.072559345592574986e-01,-4.411245725419370989e-01
-1.065041501939301583e+00,-1.178159193587911824e-02
-1.798623056323284675e-01,1.030986543511097642e+00
-8.158041765060888295e-01,6.404878841990144789e-01
-5.366210003878857382e-01,-1.109185441843098946e-01
-2.130325703640803814e-01,-5.218103104299700590e-01
-1.819285014612830598e-01,-4.995654445808109800e-01
8.422044410329975195e-01,-6.014551288013876285e-01
-4.148648145828696676e-01,-4.292606288612020593e-02
-4.504285232326363242e-01,1.695856872920655234e-01
6.630210841564870838e-01,7.881891627187113114e-01
9.690315003427200091e-01,8.265215385415983218e-02
5.212984061319457796e-01,9.085826516015349519e-02
-2.866799246459868500e-01,3.763489265359211688e-01
3.860866908294388056e-01,3.710306840787438443e-01
-2.421095868550547647e-01,-3.635633265388819035e-01
4.117321386838653230e-01,-2.534961252464228987e-01
-2.877567847632048759e-01,-3.574304736485241496e-01
3.433932186024961086e-01,-9.033171613048850412e-01
1.172903045512566772e-01,-5.056474875018671655e-01
-2.052643211494804554e-01,-1.024410556045457499e+00
-3.359697654461717975e-01,4.232222806041290308e-01
3.874043130458804107e-01,3.243146314101831851e-01
3.158238768032557431e-01,-3.883399029053642426e-01
1.019150584467814813e+00,3.028969580630949676e-01
-7.535925508927447947e-01,-5.201678494819528265e-01
5.986031649439561564e-01,-7.997615084063903756e-01
4.490059197860306051e-01,-1.571579267131416602e-01
-7.944102003634724296e-01,-5.564906247580334586e-01
-2.418362326888446046e-01,-5.548109074290092924e-01
-6.394746153723491755e-01,6.626786956940425855e-01
-1.655330933804615712e-01,-4.445391898648007323e-01
-5.011868429555261795e-01,1.178547470164402755e-01
-7.440743991291537407e-02,1.047250756403944827e+00
-7.986510347523494424e-01,-5.938460011434875119e-01
1.412922363535080994e-01,1.017774202936382322e+00
5.819558745173174508e-01,-8.384025137066404287e-01
8.385085336955003799e-01,4.548113555065115832e-01
-5.719920984120895335e-01,8.618512620958499459e-01
-6.322097588955679637e-01,-7.905526486251098772e-01
9.506326092394236371e-02,-4.970348494173322806e-01
-3.849899805744022574e-02,-1.004998080605445931e+00
-4.321042175838914895e-02,4.289240981285721843e-01
1.942715183437971893e-01,-4.491185748669012101e-01
-2.411115401715774598e-01,4.301419999245590375e-01
3.171991799329917372e-01,-1.018540842918894240e+00
-4.145202049707309433e-01,-4.577924284998488927e-03
-5.898309276646768184e-01,-1.754427942959194131e-02
3.215665767981710221e-01,2.957486233101039863e-01
8.884387044426664271e-03,-4.845284338676254521e-01
-1.689202373073006025e-01,9.308422560655259526e-01
9.333937947675748081e-02,4.483248054486742573e-01
-9.557997916111879988e-01,3.087142639406789679e-02
-4.979278232049604291e-01,-9.222299268302391884e-02
-2.166874667184449099e-01,-3.623100765273117307e-01
-3.908415530624951839e-01,1.968171998266820544e-01
5.185877697442794476e-01,1.784217264671623393e-01
8.272862170928819703e-01,4.966570729281452046e-01
-1.615163928913904839e-02,5.015040008010619443e-01
1.125179987148191563e+00,-2.709968606289674953e-01
4.454171442397427683e-01,-5.178445570410695337e-02
