,0,1,2
0,0.043220827442697396,0.27778210743949816,0.6983639537067081
1,0.6662896467100644,0.8271953529019486,0.3750719417357471
2,0.5056661954314274,0.1511864307048918,0.9200011287128699
3,0.9286118767822445,0.9597320300691994,0.08897658303346012
4,0.18039852603031348,0.14593532232199335,0.07021812990458642
5,0.7168614428300778,0.2354207272501051,0.7916583628295667
6,0.07943306073889789,0.9706648844183725,0.1307791659438906
7,0.4893704475313875,0.529004363754242,0.5689787064480374
8,0.5224279002151306,0.06693950928684267,0.42758055002691864
9,0.2421723118897,0.9887847263988646,0.5294575046396545
10,0.5972236114490882,0.6187943348006687,0.22765434439861754
11,0.9885839801756043,0.9101116345376228,0.0897507667570775
12,0.5637448408445862,0.48515438326712246,0.19086051723107844
13,0.8036654649635742,0.9045654196509441,0.1108474120430496
14,0.9197297174684528,0.5004636821247096,0.3330816042450926
15,0.10362452332251049,0.3362814450504329,0.8362970065376035
16,0.9265298312302835,0.6119830762268069,0.5554599020280652
17,0.49241728957373043,0.8659142321092529,0.4560756947288934
18,0.05928943441381618,0.8756277464861532,0.5689319102635413
19,0.48789557161149666,0.6768739721422606,0.006791816069646295
20,0.9259702038071048,0.13269444712931178,0.8877913362895898
21,0.7653129126873204,0.890308616698365,0.8197965703283112
22,0.5138734290217832,0.6521999777243576,0.5552019129545832
23,0.3203514589980315,0.6193443138341689,0.70262955863793
24,0.35531314306756423,0.3749254847368646,0.8000826045892172
25,0.3609325929617455,0.8505405284963059,0.49990811999147233
26,0.9243823609897123,0.7559912357446578,0.03706900678575864
27,0.5787118509824075,0.6395755928384013,0.35354925316199315
28,0.4918865452051636,0.0526634425478919,0.17943761843923078
29,0.7427394968835012,0.11998353415845864,0.860597228886492
30,0.8722704889754544,0.9652955599269628,0.3488270870261838
31,0.93086994129231,0.8530697314013237,0.08252996822660652
32,0.2779352206682605,0.6578573781522363,0.3313692910522149
33,0.8489888805225835,0.8493491120955873,0.893520865448343
34,0.3607819539102163,0.1908050167779981,0.29826450502302826
35,0.7491484643015212,0.6022619092888796,0.9790734391502051
